230501712	4099892956
361187473	1227353939663872000
177101766	1041790931563937794
1179070608010706945	633289888
3011418142	1311152818791886849
3011418142	1917775741
3011418142	61592079
262649346	48672406
24915190	24915190
16664681	16664681
69847738	32437817
973018547306881024	112338611
2967980410	2967980410
2967980410	315746264
187759437	179111996
187759437	187759437
2533684388	711027816
2727843714	224160730
28067718	1349149096909668363
501098355	1202943754098872323
154933700	154933700
154933700	29785926
154933700	1243977135250903044
154933700	1120595864077185025
246961837	246961837
246961837	826261914
246961837	1042330378881576960
246961837	963496552332480512
246961837	2425151
36018529	19510090
1347719236081356802	24127811
290020388	1033946466
836987289871867904	2925657465
2402591473	1917731
1270338365225869312	1270338365225869312
33651693	33651693
753278309597847552	39416218
753278309597847552	753278309597847552
824433880828616709	1209871580026683392
528974836	528974836
6059142	15410395
1325342691811495937	280601446
829506449789353984	3223426134
3223426134	3223426134
244372772	90792818
238673094	95455794
2963417238	3537013289
2963417238	450368577
2963417238	337808606
1192697446238810113	920943710254313472
29749383	29749383
1011834941896704001	70557856
70557856	910571589997072389
1345201635312558080	1349149096909668363
891312994885541888	32843491
891312994885541888	606025640
131175226	131175226
701466767806373888	14713686
335573107	1158109806
335573107	98575337
335573107	3154147845
335573107	1038097082953940993
1158109806	912726632686813184
1158109806	1158109806
856012464928038912	992541822122582016
1176648435711107072	90546347
4326463994	139501763
4326463994	850720277197725696
332280933	332280933
345539025	2215890902
481655487	481655487
321097264	401167170
268106212	22321073
268106212	1082381194359119873
17514544	2516013102
1049490919353982976	337808606
1352349629405392896	1015892305260285952
1352349629405392896	15446551
1352349629405392896	16012783
802874227753881600	1670974896
98575337	98575337
490448444	296553576
242596452	594175899
484311507	2722731800
14370658	24519593
2573260759	296553576
2573260759	1304133426761662465
2573260759	23865085
224218067	224218067
1287991191254888448	1011008340367953920
1011008340367953920	2732797569
369372858	942826806192861185
217241765	167928589
992581118569332736	1257958683042078720
992581118569332736	2795342280
992581118569332736	1410236365
1231703106494304256	756487927849422848
756487927849422848	1076643977531662336
756487927849422848	804415332852994048
756487927849422848	1322734104278945792
756487927849422848	1216266758
400340518	868438459287040000
3219252926	34229460
1581466506	4872635380
775150054042632192	73225006
805234762419798016	837561853
19531129	14850470
239943074	1580641723
1193723230512545794	1162758486301827074
1193723230512545794	180066019
1193723230512545794	1338857481640898560
1193723230512545794	3282760286
1193723230512545794	108374171
1193723230512545794	1295005430473797634
1193723230512545794	35343117
1193723230512545794	15482275
1193723230512545794	1223669063165140993
1193723230512545794	884455440293269505
1193723230512545794	12524522
1193723230512545794	758473026367266816
1193723230512545794	1219123093857357824
1193723230512545794	869792070466023424
1193723230512545794	1288181225392308225
1162758486301827074	19217369
1162758486301827074	753340496055967744
1162758486301827074	20049994
101867879	1029301681
1340133174609924097	1305220768746283008
1305220768746283008	1305220768746283008
1305220768746283008	886398296146706432
97291231	886398296146706432
846954913	15225487
803978944160534528	784575415457308672
1292199000448184320	1177439542921445377
623732328	3317777109
623732328	3178688418
623732328	389667463
623732328	1581466506
623732328	2301506228
623732328	860778319704457217
623732328	1077380501797773312
623732328	1050668720022908928
623732328	1110239603196256256
623732328	1166407004568637442
623732328	2920405524
623732328	826965790075265025
623732328	2194769084
246659067	24702086
20743737	1332342802764599297
68433404	13850422
156814553	807986149
1279201160	1142872766372356098
1336380595467915269	455420356
54886540	1250236311836844032
54886540	907325308726075393
54886540	18209979
54886540	14429621
54886540	1232807254442811392
54886540	2564697607
54886540	54886540
54886540	35315865
54886540	1225744559524716544
54886540	50084041
54886540	14324720
54886540	3655550867
54886540	2696779574
54886540	180777987
54886540	941483606140182528
54886540	32696129
54886540	3481581857
54886540	1361419736802873351
54886540	16262924
898272197407584257	901219537516974082
231148743	231148743
231148743	1308596911297802241
35322273	38428725
26104764	38428725
587401891	1652541
587401891	184789840
587401891	1176994477
587401891	9300262
587401891	126722715
587401891	2863083106
587401891	20729667
587401891	41410702
587401891	788387953
587401891	1917731
587401891	807095
587401891	168295477
587401891	125542596
587401891	715044396
587401891	70778344
587401891	164369297
587401891	76181125
587401891	18005085
587401891	46877654
587401891	15446531
587401891	520497278
587401891	1349149096909668363
1093969100	1652541
180151810	731588604
90990365	2448362101
280727266	280727266
